org,repo,pr_number,step,input_tokens,output_tokens,tier_used,dollars
heliosdrift,commerce-platform,3102,select_tools,970,240,base,0.00651
heliosdrift,commerce-platform,3102,synthesize_diff,4326,2204,base,0.046038
heliosdrift,commerce-platform,3102,review,3084,1900,base,0.037752
heliosdrift,commerce-platform,3102,apply_fixes,3694,1962,base,0.040512
heliosdrift,commerce-platform,3102,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,3097,plan,2066,964,base,0.020658
heliosdrift,commerce-platform,3097,select_tools,820,240,base,0.00606
heliosdrift,commerce-platform,3097,synthesize_diff,3168,2032,base,0.039984
heliosdrift,commerce-platform,3097,review,2312,1482,base,0.029166
heliosdrift,commerce-platform,3097,apply_fixes,2738,1824,base,0.035574
heliosdrift,commerce-platform,3097,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,3108,plan,2097,986,base,0.021081
heliosdrift,commerce-platform,3108,select_tools,830,240,base,0.00609
heliosdrift,commerce-platform,3108,synthesize_diff,3234,2036,base,0.040242
heliosdrift,commerce-platform,3108,review,2356,1492,base,0.029448
heliosdrift,commerce-platform,3108,apply_fixes,2793,1828,base,0.035799
heliosdrift,commerce-platform,3108,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,3041,plan,3386,1752,base,0.036438
heliosdrift,commerce-platform,3041,select_tools,950,240,base,0.00645
heliosdrift,commerce-platform,3041,synthesize_diff,4170,2180,base,0.04521
heliosdrift,commerce-platform,3041,review,2980,1876,base,0.03708
heliosdrift,commerce-platform,3041,apply_fixes,3566,1944,base,0.039858
heliosdrift,commerce-platform,3041,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,3114,plan,2231,1082,base,0.022923
heliosdrift,commerce-platform,3114,select_tools,840,240,base,0.00612
heliosdrift,commerce-platform,3114,synthesize_diff,3324,2056,base,0.040812
heliosdrift,commerce-platform,3114,review,2416,1540,base,0.030348
heliosdrift,commerce-platform,3114,apply_fixes,2867,1844,base,0.036261
heliosdrift,commerce-platform,3114,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,3123,plan,2793,1406,base,0.029469
heliosdrift,commerce-platform,3123,select_tools,890,240,base,0.00627
heliosdrift,commerce-platform,3123,synthesize_diff,3714,2116,base,0.042882
heliosdrift,commerce-platform,3123,review,2676,1702,base,0.033558
heliosdrift,commerce-platform,3123,apply_fixes,3189,1892,base,0.037947
heliosdrift,commerce-platform,3123,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,3141,plan,2362,1136,base,0.024126
heliosdrift,commerce-platform,3141,select_tools,850,240,base,0.00615
heliosdrift,commerce-platform,3141,synthesize_diff,3396,2064,base,0.041148
heliosdrift,commerce-platform,3141,review,2464,1568,base,0.030912
heliosdrift,commerce-platform,3141,apply_fixes,2926,1850,base,0.036528
heliosdrift,commerce-platform,3141,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,3152,plan,2262,1104,base,0.023346
heliosdrift,commerce-platform,3152,select_tools,850,240,base,0.00615
heliosdrift,commerce-platform,3152,synthesize_diff,3390,2060,base,0.04107
heliosdrift,commerce-platform,3152,review,2460,1552,base,0.03066
heliosdrift,commerce-platform,3152,apply_fixes,2922,1848,base,0.036486
heliosdrift,commerce-platform,3152,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,3155,plan,1934,896,base,0.019242
heliosdrift,commerce-platform,3155,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,3155,synthesize_diff,3090,2020,base,0.03957
heliosdrift,commerce-platform,3155,review,2260,1448,base,0.0285
heliosdrift,commerce-platform,3155,apply_fixes,2674,1816,base,0.035262
heliosdrift,commerce-platform,3155,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,3154,plan,2231,1082,base,0.022923
heliosdrift,commerce-platform,3154,select_tools,840,240,base,0.00612
heliosdrift,commerce-platform,3154,synthesize_diff,3324,2056,base,0.040812
heliosdrift,commerce-platform,3154,review,2416,1540,base,0.030348
heliosdrift,commerce-platform,3154,apply_fixes,2867,1844,base,0.036261
heliosdrift,commerce-platform,3154,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,3159,plan,1930,840,base,0.01839
heliosdrift,commerce-platform,3159,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,3159,synthesize_diff,3066,2004,base,0.039258
heliosdrift,commerce-platform,3159,review,2244,1420,base,0.028032
heliosdrift,commerce-platform,3159,apply_fixes,2654,1802,base,0.034992
heliosdrift,commerce-platform,3159,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,3162,plan,1932,868,base,0.018816
heliosdrift,commerce-platform,3162,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,3162,synthesize_diff,3078,2012,base,0.039414
heliosdrift,commerce-platform,3162,review,2252,1434,base,0.028266
heliosdrift,commerce-platform,3162,apply_fixes,2664,1808,base,0.035112
heliosdrift,commerce-platform,3162,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,3186,plan,1930,840,base,0.01839
heliosdrift,commerce-platform,3186,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,3186,synthesize_diff,3066,2004,base,0.039258
heliosdrift,commerce-platform,3186,review,2244,1420,base,0.028032
heliosdrift,commerce-platform,3186,apply_fixes,2654,1802,base,0.034992
heliosdrift,commerce-platform,3186,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,3197,plan,2526,1240,base,0.026178
heliosdrift,commerce-platform,3197,select_tools,870,240,base,0.00621
heliosdrift,commerce-platform,3197,synthesize_diff,3546,2084,base,0.041898
heliosdrift,commerce-platform,3197,review,2564,1620,base,0.031992
heliosdrift,commerce-platform,3197,apply_fixes,3050,1866,base,0.03714
heliosdrift,commerce-platform,3197,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,3205,plan,1932,868,base,0.018816
heliosdrift,commerce-platform,3205,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,3205,synthesize_diff,3078,2012,base,0.039414
heliosdrift,commerce-platform,3205,review,2252,1434,base,0.028266
heliosdrift,commerce-platform,3205,apply_fixes,2664,1808,base,0.035112
heliosdrift,commerce-platform,3205,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,3203,plan,1964,916,base,0.019632
heliosdrift,commerce-platform,3203,select_tools,820,240,base,0.00606
heliosdrift,commerce-platform,3203,synthesize_diff,3156,2024,base,0.039828
heliosdrift,commerce-platform,3203,review,2304,1458,base,0.028782
heliosdrift,commerce-platform,3203,apply_fixes,2728,1818,base,0.035454
heliosdrift,commerce-platform,3203,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,3190,plan,1932,868,base,0.018816
heliosdrift,commerce-platform,3190,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,3190,synthesize_diff,3078,2012,base,0.039414
heliosdrift,commerce-platform,3190,review,2252,1434,base,0.028266
heliosdrift,commerce-platform,3190,apply_fixes,2664,1808,base,0.035112
heliosdrift,commerce-platform,3190,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,3110,plan,2231,1082,base,0.022923
heliosdrift,commerce-platform,3110,select_tools,840,240,base,0.00612
heliosdrift,commerce-platform,3110,synthesize_diff,3324,2056,base,0.040812
heliosdrift,commerce-platform,3110,review,2416,1540,base,0.030348
heliosdrift,commerce-platform,3110,apply_fixes,2867,1844,base,0.036261
heliosdrift,commerce-platform,3110,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,3210,plan,1964,916,base,0.019632
heliosdrift,commerce-platform,3210,select_tools,820,240,base,0.00606
heliosdrift,commerce-platform,3210,synthesize_diff,3156,2024,base,0.039828
heliosdrift,commerce-platform,3210,review,2304,1458,base,0.028782
heliosdrift,commerce-platform,3210,apply_fixes,2728,1818,base,0.035454
heliosdrift,commerce-platform,3210,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,3219,plan,1932,868,base,0.018816
heliosdrift,commerce-platform,3219,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,3219,synthesize_diff,3078,2012,base,0.039414
heliosdrift,commerce-platform,3219,review,2252,1434,base,0.028266
heliosdrift,commerce-platform,3219,apply_fixes,2664,1808,base,0.035112
heliosdrift,commerce-platform,3219,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,3221,plan,1931,854,base,0.018603
heliosdrift,commerce-platform,3221,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,3221,synthesize_diff,3072,2008,base,0.039336
heliosdrift,commerce-platform,3221,review,2248,1426,base,0.028134
heliosdrift,commerce-platform,3221,apply_fixes,2659,1806,base,0.035067
heliosdrift,commerce-platform,3221,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,3223,plan,2066,964,base,0.020658
heliosdrift,commerce-platform,3223,select_tools,820,240,base,0.00606
heliosdrift,commerce-platform,3223,synthesize_diff,3168,2032,base,0.039984
heliosdrift,commerce-platform,3223,review,2312,1482,base,0.029166
heliosdrift,commerce-platform,3223,apply_fixes,2738,1824,base,0.035574
heliosdrift,commerce-platform,3223,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,3237,plan,2363,1150,base,0.024339
heliosdrift,commerce-platform,3237,select_tools,850,240,base,0.00615
heliosdrift,commerce-platform,3237,synthesize_diff,3402,2068,base,0.041226
heliosdrift,commerce-platform,3237,review,2468,1574,base,0.031014
heliosdrift,commerce-platform,3237,apply_fixes,2931,1854,base,0.036603
heliosdrift,commerce-platform,3237,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,3241,plan,1964,916,base,0.019632
heliosdrift,commerce-platform,3241,select_tools,820,240,base,0.00606
heliosdrift,commerce-platform,3241,synthesize_diff,3156,2024,base,0.039828
heliosdrift,commerce-platform,3241,review,2304,1458,base,0.028782
heliosdrift,commerce-platform,3241,apply_fixes,2728,1818,base,0.035454
heliosdrift,commerce-platform,3241,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,3244,plan,1965,930,base,0.019845
heliosdrift,commerce-platform,3244,select_tools,820,240,base,0.00606
heliosdrift,commerce-platform,3244,synthesize_diff,3162,2028,base,0.039906
heliosdrift,commerce-platform,3244,review,2308,1464,base,0.028884
heliosdrift,commerce-platform,3244,apply_fixes,2733,1822,base,0.035529
heliosdrift,commerce-platform,3244,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,3250,plan,2066,964,base,0.020658
heliosdrift,commerce-platform,3250,select_tools,820,240,base,0.00606
heliosdrift,commerce-platform,3250,synthesize_diff,3168,2032,base,0.039984
heliosdrift,commerce-platform,3250,review,2312,1482,base,0.029166
heliosdrift,commerce-platform,3250,apply_fixes,2738,1824,base,0.035574
heliosdrift,commerce-platform,3250,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,3187,plan,3652,1800,base,0.037956
heliosdrift,commerce-platform,3187,select_tools,970,240,base,0.00651
heliosdrift,commerce-platform,3187,synthesize_diff,4338,2212,base,0.046194
heliosdrift,commerce-platform,3187,review,3092,1900,base,0.037776
heliosdrift,commerce-platform,3187,apply_fixes,3704,1968,base,0.040632
heliosdrift,commerce-platform,3187,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,3191,plan,2066,964,base,0.020658
heliosdrift,commerce-platform,3191,select_tools,820,240,base,0.00606
heliosdrift,commerce-platform,3191,synthesize_diff,3168,2032,base,0.039984
heliosdrift,commerce-platform,3191,review,2312,1482,base,0.029166
heliosdrift,commerce-platform,3191,apply_fixes,2738,1824,base,0.035574
heliosdrift,commerce-platform,3191,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,3213,plan,1965,930,base,0.019845
heliosdrift,commerce-platform,3213,select_tools,820,240,base,0.00606
heliosdrift,commerce-platform,3213,synthesize_diff,3162,2028,base,0.039906
heliosdrift,commerce-platform,3213,review,2308,1464,base,0.028884
heliosdrift,commerce-platform,3213,apply_fixes,2733,1822,base,0.035529
heliosdrift,commerce-platform,3213,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,3256,plan,1934,896,base,0.019242
heliosdrift,commerce-platform,3256,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,3256,synthesize_diff,3090,2020,base,0.03957
heliosdrift,commerce-platform,3256,review,2260,1448,base,0.0285
heliosdrift,commerce-platform,3256,apply_fixes,2674,1816,base,0.035262
heliosdrift,commerce-platform,3256,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,3087,plan,2229,1054,base,0.022497
heliosdrift,commerce-platform,3087,select_tools,840,240,base,0.00612
heliosdrift,commerce-platform,3087,synthesize_diff,3312,2048,base,0.040656
heliosdrift,commerce-platform,3087,review,2408,1526,base,0.030114
heliosdrift,commerce-platform,3087,apply_fixes,2857,1838,base,0.036141
heliosdrift,commerce-platform,3087,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,3172,plan,2363,1150,base,0.024339
heliosdrift,commerce-platform,3172,select_tools,850,240,base,0.00615
heliosdrift,commerce-platform,3172,synthesize_diff,3402,2068,base,0.041226
heliosdrift,commerce-platform,3172,review,2468,1574,base,0.031014
heliosdrift,commerce-platform,3172,apply_fixes,2931,1854,base,0.036603
heliosdrift,commerce-platform,3172,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,3272,plan,1965,930,base,0.019845
heliosdrift,commerce-platform,3272,select_tools,820,240,base,0.00606
heliosdrift,commerce-platform,3272,synthesize_diff,3162,2028,base,0.039906
heliosdrift,commerce-platform,3272,review,2308,1464,base,0.028884
heliosdrift,commerce-platform,3272,apply_fixes,2733,1822,base,0.035529
heliosdrift,commerce-platform,3272,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,3276,plan,2660,1336,base,0.02802
heliosdrift,commerce-platform,3276,select_tools,880,240,base,0.00624
heliosdrift,commerce-platform,3276,synthesize_diff,3636,2104,base,0.042468
heliosdrift,commerce-platform,3276,review,2624,1668,base,0.032892
heliosdrift,commerce-platform,3276,apply_fixes,3124,1882,base,0.037602
heliosdrift,commerce-platform,3276,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,3282,plan,1934,896,base,0.019242
heliosdrift,commerce-platform,3282,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,3282,synthesize_diff,3090,2020,base,0.03957
heliosdrift,commerce-platform,3282,review,2260,1448,base,0.0285
heliosdrift,commerce-platform,3282,apply_fixes,2674,1816,base,0.035262
heliosdrift,commerce-platform,3282,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,3278,plan,1931,854,base,0.018603
heliosdrift,commerce-platform,3278,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,3278,synthesize_diff,3072,2008,base,0.039336
heliosdrift,commerce-platform,3278,review,2248,1426,base,0.028134
heliosdrift,commerce-platform,3278,apply_fixes,2659,1806,base,0.035067
heliosdrift,commerce-platform,3278,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,3252,plan,1930,840,base,0.01839
heliosdrift,commerce-platform,3252,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,3252,synthesize_diff,3066,2004,base,0.039258
heliosdrift,commerce-platform,3252,review,2244,1420,base,0.028032
heliosdrift,commerce-platform,3252,apply_fixes,2654,1802,base,0.034992
heliosdrift,commerce-platform,3252,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,3294,plan,1934,896,base,0.019242
heliosdrift,commerce-platform,3294,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,3294,synthesize_diff,3090,2020,base,0.03957
heliosdrift,commerce-platform,3294,review,2260,1448,base,0.0285
heliosdrift,commerce-platform,3294,apply_fixes,2674,1816,base,0.035262
heliosdrift,commerce-platform,3294,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,3311,plan,1934,896,base,0.019242
heliosdrift,commerce-platform,3311,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,3311,synthesize_diff,3090,2020,base,0.03957
heliosdrift,commerce-platform,3311,review,2260,1448,base,0.0285
heliosdrift,commerce-platform,3311,apply_fixes,2674,1816,base,0.035262
heliosdrift,commerce-platform,3311,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,3312,plan,2066,964,base,0.020658
heliosdrift,commerce-platform,3312,select_tools,820,240,base,0.00606
heliosdrift,commerce-platform,3312,synthesize_diff,3168,2032,base,0.039984
heliosdrift,commerce-platform,3312,review,2312,1482,base,0.029166
heliosdrift,commerce-platform,3312,apply_fixes,2738,1824,base,0.035574
heliosdrift,commerce-platform,3312,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,3315,plan,1931,854,base,0.018603
heliosdrift,commerce-platform,3315,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,3315,synthesize_diff,3072,2008,base,0.039336
heliosdrift,commerce-platform,3315,review,2248,1426,base,0.028134
heliosdrift,commerce-platform,3315,apply_fixes,2659,1806,base,0.035067
heliosdrift,commerce-platform,3315,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,3319,plan,1931,854,base,0.018603
heliosdrift,commerce-platform,3319,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,3319,synthesize_diff,3072,2008,base,0.039336
heliosdrift,commerce-platform,3319,review,2248,1426,base,0.028134
heliosdrift,commerce-platform,3319,apply_fixes,2659,1806,base,0.035067
heliosdrift,commerce-platform,3319,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,3257,plan,3222,1660,base,0.034566
heliosdrift,commerce-platform,3257,select_tools,930,240,base,0.00639
heliosdrift,commerce-platform,3257,synthesize_diff,4026,2164,base,0.044538
heliosdrift,commerce-platform,3257,review,2884,1830,base,0.036102
heliosdrift,commerce-platform,3257,apply_fixes,3446,1930,base,0.039288
heliosdrift,commerce-platform,3257,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,3321,plan,1930,840,base,0.01839
heliosdrift,commerce-platform,3321,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,3321,synthesize_diff,3066,2004,base,0.039258
heliosdrift,commerce-platform,3321,review,2244,1420,base,0.028032
heliosdrift,commerce-platform,3321,apply_fixes,2654,1802,base,0.034992
heliosdrift,commerce-platform,3321,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,3323,plan,2362,1136,base,0.024126
heliosdrift,commerce-platform,3323,select_tools,850,240,base,0.00615
heliosdrift,commerce-platform,3323,synthesize_diff,3396,2064,base,0.041148
heliosdrift,commerce-platform,3323,review,2464,1568,base,0.030912
heliosdrift,commerce-platform,3323,apply_fixes,2926,1850,base,0.036528
heliosdrift,commerce-platform,3323,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,3329,plan,3980,1800,base,0.03894
heliosdrift,commerce-platform,3329,select_tools,1010,240,base,0.00663
heliosdrift,commerce-platform,3329,synthesize_diff,4638,2252,base,0.047694
heliosdrift,commerce-platform,3329,review,3292,1900,base,0.038376
heliosdrift,commerce-platform,3329,apply_fixes,3952,2000,base,0.041856
heliosdrift,commerce-platform,3329,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,3192,plan,1934,896,base,0.019242
heliosdrift,commerce-platform,3192,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,3192,synthesize_diff,3090,2020,base,0.03957
heliosdrift,commerce-platform,3192,review,2260,1448,base,0.0285
heliosdrift,commerce-platform,3192,apply_fixes,2674,1816,base,0.035262
heliosdrift,commerce-platform,3192,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,3334,plan,1933,882,base,0.019029
heliosdrift,commerce-platform,3334,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,3334,synthesize_diff,3084,2016,base,0.039492
heliosdrift,commerce-platform,3334,review,2256,1440,base,0.028368
heliosdrift,commerce-platform,3334,apply_fixes,2669,1812,base,0.035187
heliosdrift,commerce-platform,3334,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,3341,plan,2526,1240,base,0.026178
heliosdrift,commerce-platform,3341,select_tools,870,240,base,0.00621
heliosdrift,commerce-platform,3341,synthesize_diff,3546,2084,base,0.041898
heliosdrift,commerce-platform,3341,review,2564,1620,base,0.031992
heliosdrift,commerce-platform,3341,apply_fixes,3050,1866,base,0.03714
heliosdrift,commerce-platform,3341,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,3352,plan,2956,1496,base,0.031308
heliosdrift,commerce-platform,3352,select_tools,910,240,base,0.00633
heliosdrift,commerce-platform,3352,synthesize_diff,3858,2132,base,0.043554
heliosdrift,commerce-platform,3352,review,2772,1748,base,0.034536
heliosdrift,commerce-platform,3352,apply_fixes,3308,1904,base,0.038484
heliosdrift,commerce-platform,3352,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,3350,plan,1932,868,base,0.018816
heliosdrift,commerce-platform,3350,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,3350,synthesize_diff,3078,2012,base,0.039414
heliosdrift,commerce-platform,3350,review,2252,1434,base,0.028266
heliosdrift,commerce-platform,3350,apply_fixes,2664,1808,base,0.035112
heliosdrift,commerce-platform,3350,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,3365,plan,1932,868,base,0.018816
heliosdrift,commerce-platform,3365,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,3365,synthesize_diff,3078,2012,base,0.039414
heliosdrift,commerce-platform,3365,review,2252,1434,base,0.028266
heliosdrift,commerce-platform,3365,apply_fixes,2664,1808,base,0.035112
heliosdrift,commerce-platform,3365,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,3392,plan,2098,1012,base,0.021474
heliosdrift,commerce-platform,3392,select_tools,830,240,base,0.00609
heliosdrift,commerce-platform,3392,synthesize_diff,3246,2044,base,0.040398
heliosdrift,commerce-platform,3392,review,2364,1506,base,0.029682
heliosdrift,commerce-platform,3392,apply_fixes,2802,1834,base,0.035916
heliosdrift,commerce-platform,3392,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,3394,plan,1932,868,base,0.018816
heliosdrift,commerce-platform,3394,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,3394,synthesize_diff,3078,2012,base,0.039414
heliosdrift,commerce-platform,3394,review,2252,1434,base,0.028266
heliosdrift,commerce-platform,3394,apply_fixes,2664,1808,base,0.035112
heliosdrift,commerce-platform,3394,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,3408,plan,1932,868,base,0.018816
heliosdrift,commerce-platform,3408,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,3408,synthesize_diff,3078,2012,base,0.039414
heliosdrift,commerce-platform,3408,review,2252,1434,base,0.028266
heliosdrift,commerce-platform,3408,apply_fixes,2664,1808,base,0.035112
heliosdrift,commerce-platform,3408,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,3385,plan,1932,868,base,0.018816
heliosdrift,commerce-platform,3385,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,3385,synthesize_diff,3078,2012,base,0.039414
heliosdrift,commerce-platform,3385,review,2252,1434,base,0.028266
heliosdrift,commerce-platform,3385,apply_fixes,2664,1808,base,0.035112
heliosdrift,commerce-platform,3385,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,3407,plan,2528,1268,base,0.026604
heliosdrift,commerce-platform,3407,select_tools,870,240,base,0.00621
heliosdrift,commerce-platform,3407,synthesize_diff,3558,2092,base,0.042054
heliosdrift,commerce-platform,3407,review,2572,1634,base,0.032226
heliosdrift,commerce-platform,3407,apply_fixes,3060,1872,base,0.03726
heliosdrift,commerce-platform,3407,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,3376,plan,1931,854,base,0.018603
heliosdrift,commerce-platform,3376,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,3376,synthesize_diff,3072,2008,base,0.039336
heliosdrift,commerce-platform,3376,review,2248,1426,base,0.028134
heliosdrift,commerce-platform,3376,apply_fixes,2659,1806,base,0.035067
heliosdrift,commerce-platform,3376,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,3415,plan,1933,882,base,0.019029
heliosdrift,commerce-platform,3415,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,3415,synthesize_diff,3084,2016,base,0.039492
heliosdrift,commerce-platform,3415,review,2256,1440,base,0.028368
heliosdrift,commerce-platform,3415,apply_fixes,2669,1812,base,0.035187
heliosdrift,commerce-platform,3415,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,3420,plan,1930,840,base,0.01839
heliosdrift,commerce-platform,3420,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,3420,synthesize_diff,3066,2004,base,0.039258
heliosdrift,commerce-platform,3420,review,2244,1420,base,0.028032
heliosdrift,commerce-platform,3420,apply_fixes,2654,1802,base,0.034992
heliosdrift,commerce-platform,3420,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,3436,plan,1932,868,base,0.018816
heliosdrift,commerce-platform,3436,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,3436,synthesize_diff,3078,2012,base,0.039414
heliosdrift,commerce-platform,3436,review,2252,1434,base,0.028266
heliosdrift,commerce-platform,3436,apply_fixes,2664,1808,base,0.035112
heliosdrift,commerce-platform,3436,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,3446,plan,1965,930,base,0.019845
heliosdrift,commerce-platform,3446,select_tools,820,240,base,0.00606
heliosdrift,commerce-platform,3446,synthesize_diff,3162,2028,base,0.039906
heliosdrift,commerce-platform,3446,review,2308,1464,base,0.028884
heliosdrift,commerce-platform,3446,apply_fixes,2733,1822,base,0.035529
heliosdrift,commerce-platform,3446,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,3450,plan,2957,1510,base,0.031521
heliosdrift,commerce-platform,3450,select_tools,910,240,base,0.00633
heliosdrift,commerce-platform,3450,synthesize_diff,3864,2136,base,0.043632
heliosdrift,commerce-platform,3450,review,2776,1754,base,0.034638
heliosdrift,commerce-platform,3450,apply_fixes,3313,1908,base,0.038559
heliosdrift,commerce-platform,3450,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,3377,plan,2395,1186,base,0.024975
heliosdrift,commerce-platform,3377,select_tools,860,240,base,0.00618
heliosdrift,commerce-platform,3377,synthesize_diff,3474,2076,base,0.041562
heliosdrift,commerce-platform,3377,review,2516,1592,base,0.031428
heliosdrift,commerce-platform,3377,apply_fixes,2991,1860,base,0.036873
heliosdrift,commerce-platform,3377,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,3451,plan,1930,840,base,0.01839
heliosdrift,commerce-platform,3451,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,3451,synthesize_diff,3066,2004,base,0.039258
heliosdrift,commerce-platform,3451,review,2244,1420,base,0.028032
heliosdrift,commerce-platform,3451,apply_fixes,2654,1802,base,0.034992
heliosdrift,commerce-platform,3451,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,3442,plan,1964,916,base,0.019632
heliosdrift,commerce-platform,3442,select_tools,820,240,base,0.00606
heliosdrift,commerce-platform,3442,synthesize_diff,3156,2024,base,0.039828
heliosdrift,commerce-platform,3442,review,2304,1458,base,0.028782
heliosdrift,commerce-platform,3442,apply_fixes,2728,1818,base,0.035454
heliosdrift,commerce-platform,3442,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,3435,plan,1965,930,base,0.019845
heliosdrift,commerce-platform,3435,select_tools,820,240,base,0.00606
heliosdrift,commerce-platform,3435,synthesize_diff,3162,2028,base,0.039906
heliosdrift,commerce-platform,3435,review,2308,1464,base,0.028884
heliosdrift,commerce-platform,3435,apply_fixes,2733,1822,base,0.035529
heliosdrift,commerce-platform,3435,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,3460,plan,2098,1012,base,0.021474
heliosdrift,commerce-platform,3460,select_tools,830,240,base,0.00609
heliosdrift,commerce-platform,3460,synthesize_diff,3246,2044,base,0.040398
heliosdrift,commerce-platform,3460,review,2364,1506,base,0.029682
heliosdrift,commerce-platform,3460,apply_fixes,2802,1834,base,0.035916
